0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19489377132e-15	6.12237936041e-15	2.95813921354e-14	1.36135043936e-13	5.98804641357e-13	2.51954202207e-12	1.01481398531e-11	3.91481982323e-11	1.44712600203e-10	5.12811846917e-10	1.74275277636e-09	5.68185848487e-09	1.77768820349e-08	5.33885917124e-08	1.53946666835e-07	4.26291762442e-07	1.13378143978e-06	2.89663537023e-06	7.10955486874e-06	1.67649777318e-05	3.79830167891e-05	8.26802600582e-05	0.000172912425276	0.000347403880467	0.0006704790489	0.00124285799516	0.00221244577054	0.00378140077555	0.00620383845311	0.00976739609618	0.0147527850754	0.0213695443498	0.0296738326943	0.0394840136079	0.05031880217	0.0613862998642	0.0716461590097	0.0799500103545	0.0852405149146	0.0867651140855	0.0842470750054	0.0779616379925	0.0686899127356	0.0575599414161	0.0458192995817	0.0346029930791	0.0247569870721	0.0167541104934	0.0107062141972	0.00644784525367	0.00365208678534	0.00194086865329	0.000965253251274	0.000447918063305	0.000193297282225	7.72831038206e-05	2.85036590664e-05	9.64964172479e-06	2.98123517999e-06	8.34805670798e-07	2.10149981289e-07	4.708872673e-08	9.27695781175e-09	1.58200243507e-09	2.28779453928e-10	2.72803471348e-11	2.57528323568e-12	1.8043735575e-13	8.31806279058e-15	1.73009750257e-15
0.8	0	1.63022069565e-15	3.75096223575e-14	5.65546552355e-13	6.32569981114e-12	5.60118433865e-11	4.08953453802e-10	2.53207277819e-09	1.35703615883e-08	6.39451628659e-08	2.6820545239e-07	1.01130538342e-06	3.45621810104e-06	1.0779396225e-05	3.08590282902e-05	8.14943140181e-05	0.000199390290904	0.000453680980784	0.000963184124068	0.00191363069573	0.00356726616961	0.00625404075331	0.0103335613915	0.0161224228825	0.0237930465357	0.0332650900856	0.0441229428635	0.0555956691742	0.0666243250286	0.0760169723391	0.0826617791869	0.0857451453236	0.0849152847526	0.0803459755537	0.0726852924144	0.062908488338	0.0521199652879	0.0413580770867	0.0314474783209	0.0229228413982	0.0160242275613	0.0107463913921	0.00691605999811	0.0042725046835	0.00253416736138	0.00144345371982	0.000789689179678	0.000415003342102	0.000209522706586	0.000101630154745	4.7363084952e-05	2.12071975091e-05	9.12301880424e-06	3.77031775755e-06	1.49678499422e-06	5.70724662595e-07	2.08981905474e-07	7.3471630837e-08	2.4794672276e-08	8.02985335961e-09	2.49478863394e-09	7.43337337795e-10	2.12322168308e-10	5.81131276163e-11	1.52340451678e-11	3.82288310476e-12	9.17816525295e-13	2.10696193192e-13	4.62260432404e-14	9.69466301493e-15	1.94394653812e-15	3.79622422464e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.60429631065e-16
0.45	0.811785013995	0.169451587869	0.0175069761988	0.00119352367813	6.03964899436e-05	2.41955065508e-06	7.99246490629e-08	2.23890163303e-09	5.42876658125e-11	1.15729623954e-12	2.19238318448e-14	3.11318291322e-16	0	0	0	0	-2.60101306656e-16	-3.22438644616e-16	-3.72974782288e-16	-4.03742667467e-16	-4.10070827916e-16	-3.91706690924e-16	-3.52636485602e-16	-2.99767446916e-16	-2.41035580306e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.12469987944e-15
0.1	0.999999	9.99999001906e-07	4.95867536667e-13	2.99920293895e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01807717211e-15
0.25	0.998389982459	0.00160873385845	1.28300714623e-06	6.75193648544e-10	2.63748636204e-13
0.3	0.992887877793	0.00708702636542	2.5037373838e-05	5.83670711214e-08	1.00997036112e-10	1.3865627739e-13	5.28805202448e-16	6.04484014967e-16	6.8740823323e-16	6.87400948609e-16	6.11861843496e-16	4.89611689016e-16	3.55102981077e-16	2.35034348303e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97733628292e-15
0.2	0.999736035197	0.000263930313292	3.44868940504e-08	2.97326149234e-12	-2.45687799397e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.3760455653e-15
0.5	0.597926841686	0.308306027744	0.0786822674972	0.0132503124084	0.00165628905105	0.00016390360401	1.33740787995e-05	9.25438488395e-07	5.54299094939e-08	2.91905197049e-09	1.36830576258e-10	5.76606989329e-12	2.20236471072e-13	7.5488262589e-15	2.28759049394e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02109531963e-16
0.4	0.925696601404	0.0714997475535	0.00273338768247	6.8952871549e-05	1.29111296845e-06	1.91389667536e-08	2.33935270117e-10	2.4248218623e-12	2.17492060456e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.32840376424e-16
0.7	2.48664955636e-05	0.000278268420601	0.00154125375291	0.00563298728152	0.0152814356299	0.0328194955414	0.0581196042724	0.0872813994765	0.113457624281	0.129672150235	0.131917789649	0.120646528888	0.100007000447	0.0756520055626	0.0525297102653	0.0336470362519	0.019967342318	0.0110195428626	0.00567438854088	0.00273441628434	0.00123634241023	0.000525727515464	0.000210691382831	7.97303749971e-05	2.85391018456e-05	9.67777899174e-06	3.11349530977e-06	9.51527744342e-07	2.76573181159e-07	7.65393130515e-08	2.01871723155e-08	5.0789862081e-09	1.2199727216e-09	2.79978803817e-10	6.14333783743e-11	1.28962708099e-11	2.5915282502e-12	4.98770087138e-13	9.19684612185e-14	1.62446872437e-14	2.76336936486e-15	4.63009558284e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71838578905e-16
