0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55799383989e-16	1.44435459513e-15	4.47103842927e-15	1.34613588492e-14	3.96742945011e-14	1.1443628339e-13	3.23406249989e-13	8.95560094654e-13	2.43035680548e-12	6.46387348312e-12	1.68492382867e-11	4.30471861137e-11	1.0779458342e-10	2.64572998554e-10	6.36498646524e-10	1.5009217641e-09	3.46921095309e-09	7.85990294681e-09	1.74549045726e-08	3.79952981981e-08	8.10682580903e-08	1.69541183222e-07	3.4753295296e-07	6.98239564078e-07	1.37496011051e-06	2.65363169211e-06	5.01928682807e-06	9.30418448499e-06	1.69017555218e-05	3.00872808194e-05	5.24819814289e-05	8.96995568977e-05	0.000150209658108	0.000246436838704	0.000396081295863	0.000623595042363	0.000961672475123	0.0014525209379	0.00214857538985	0.00311223113789	0.00441411792982	0.00612946138664	0.00833220676393	0.0110868376404	0.0144382082419	0.0184001897939	0.0229444375295	0.02799101055	0.0334027980289	0.0389856072812	0.0444952795791	0.0496523206861	0.0541633620711	0.0577474956161	0.0601644029699	0.0612404945325	0.0608891902327	0.0591221048992	0.0560491797376	0.0518675082809	0.0468404089077	0.0412698306913	0.0354661338699	0.0297194814567	0.0242765091322	0.0193247702718	0.0149859652802	0.0113174853743	0.00832061733393	0.00595305195991	0.00414316829735	0.00280385893663	0.00184426553534	0.00117852283866	0.00073129613966	0.000440424995828	0.00025730318722	0.000145737612009	7.99828462279e-05	4.25061637823e-05	2.18601181807e-05	1.08717043328e-05	5.22478239634e-06	2.42451854904e-06	1.08544907879e-06	4.68421289819e-07	1.94669578916e-07	7.78317683028e-08	2.99051000635e-08	1.10296395403e-08	3.90000762548e-09	1.32031036439e-09	4.27331070653e-10	1.32022978569e-10	3.88678558302e-11	1.08837798434e-11	2.89289218031e-12	7.28235896713e-13	1.73185528406e-13	3.87867700828e-14	8.1369989484e-15	1.58897772045e-15	2.80540023668e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05037064464e-15
0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58985715701e-16	3.3339817826e-15	1.57411095908e-14	6.99696989144e-14	2.93561605271e-13	1.16621117542e-12	4.39740707858e-12	1.57710359005e-11	5.38988049876e-11	1.7583064956e-10	5.48387918976e-10	1.63752377089e-09	4.68786853372e-09	1.28822265212e-08	3.40201319211e-08	8.64327635927e-08	2.11473083541e-07	4.98740945561e-07	1.13480591414e-06	2.49318718257e-06	5.29314301083e-06	1.08671810726e-05	2.1590649967e-05	4.15378851072e-05	7.74322300696e-05	0.000139943402865	0.000245345231632	0.000417470905342	0.000689787834729	0.00110726637167	0.00172755703587	0.00262085722464	0.00386779197915	0.0055547097523	0.00776604711097	0.0105738588383	0.0140252068511	0.0181287615008	0.0228425522308	0.0280651478542	0.0336325034015	0.0393221967392	0.0448658105062	0.0499689258648	0.0543368170153	0.0577027557826	0.0598551256556	0.0606594907147	0.0600724146837	0.0581450698148	0.05501627147	0.0508962034435	0.0460434440503	0.0407387220669	0.0352590095867	0.0298551230641	0.0247351036224	0.0200545069956	0.0159135916856	0.0123604520854	0.00939852808383	0.00699667377221	0.00510004781812	0.00364040684474	0.00254482883175	0.00174236008786	0.00116848586795	0.000767624148774	0.000494020222716	0.000311487796817	0.000192426478533	0.00011647733307	6.90866547076e-05	4.01554531495e-05	2.28724192029e-05	1.27677568369e-05	6.98502437903e-06	3.74529603249e-06	1.96825587925e-06	1.01382885182e-06	5.1185169736e-07	2.53295242911e-07	1.22862267102e-07	5.84146931106e-08	2.72232201358e-08	1.24357136102e-08	5.56818957088e-09	2.44380146234e-09	1.05128680878e-09	4.43274682365e-10	1.83194457568e-10	7.4204275291e-11	2.94584867742e-11	1.14615334384e-11	4.37028472987e-12	1.63302646982e-12	5.97960705826e-13	2.14548983625e-13	7.54297294553e-14	2.5987858763e-14	8.7735194652e-15	2.91508728918e-15	9.66226642137e-16	3.36057499761e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59313949875e-15
0.45	0.657608355097	0.275924216028	0.0575962794723	0.00797459838195	0.000823899650768	6.77498509761e-05	4.61879026939e-06	2.68507813412e-07	1.35874372748e-08	6.07990899578e-10	2.43559116257e-11	8.81684934877e-13	2.86609786635e-14	5.4027944828e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.64605818235e-16	-3.28037048707e-16	-3.92674890784e-16	-4.54222679301e-16	-5.08099808082e-16	-5.50015317741e-16	-5.76541255418e-16	-5.85577952212e-16	-5.766234763e-16	-5.50800660523e-16	-5.10646059625e-16	-4.59712425864e-16	-4.02068234533e-16	-3.417881394e-16	-2.82517202134e-16	-2.27165085728e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.32772377388e-15
0.1	0.999997989901	2.01009697252e-06	2.01282155468e-12	1.80598617263e-15	8.93846119449e-16	3.52121174293e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00085337912e-14
0.25	0.996766333664	0.00322845866535	5.20210624788e-06	5.55997683981e-09	4.43422674299e-12	2.81509353651e-15
0.3	0.985755265996	0.0141433024147	0.000100951939642	4.77956404923e-07	1.68854699796e-09	4.74813118835e-12	1.11209770275e-14	0	0	0	0	2.239869749e-16	3.47045108483e-16	4.93723828424e-16	6.48739008705e-16	7.91318995351e-16	9.00016658103e-16	9.58194851776e-16	9.58194851766e-16	9.02775831998e-16	8.03569696614e-16	6.77420607663e-16	5.42071834904e-16	4.12575457717e-16	2.99230551751e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76627679031e-15
0.2	0.999469474819	0.000530385134637	1.40021675403e-07	2.45192562976e-11	3.03302939426e-15	-2.76164914642e-16	-3.71987809375e-16	-4.27339847396e-16	-4.27339720632e-16	-3.778791005e-16	-2.99154287764e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.99966596606e-15
0.5	0.355664090869	0.368631010848	0.190075364969	0.0650084147549	0.0165906891822	0.00336998374014	0.000567514622906	8.14957754619e-05	1.01869719327e-05	1.12599053193e-06	1.11426146402e-07	9.9713739122e-09	8.13636429853e-10	6.09575539876e-11	4.21806081303e-12	2.70965448803e-13	1.62406711943e-14	8.94059688827e-16
0.4	0.85624616275	0.132938985189	0.0102680552857	0.000526058223918	2.01108551947e-05	6.11921609725e-07	1.54364314673e-08	3.32052411788e-10	6.21744861726e-12	1.02893070291e-13	1.49893967449e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.27101174231e-15
0.7	5.55546256248e-10	1.24964727275e-08	1.39841728806e-07	1.03799652548e-06	5.74918288229e-06	2.53445669398e-05	9.26295381007e-05	0.000288684131085	0.000783156031794	0.00187868210669	0.00403479100509	0.00783617826159	0.0138769829353	0.0225635511827	0.0338849231518	0.0472390460013	0.0614063244258	0.0747187185738	0.085396966151	0.0919563151408	0.0935487983788	0.0901334705446	0.0824323268815	0.0717062702452	0.0594391655238	0.047031073058	0.0355774594248	0.0257674483986	0.0178918799123	0.011925270286	0.00763853445222	0.00470705417282	0.00279333256203	0.00159786218653	0.000881825461424	0.000469907826221	0.000241973702324	0.000120494769107	5.80649098048e-05	2.70950008383e-05	1.22507676806e-05	5.37020315947e-06	2.28356120541e-06	9.42449302134e-07	3.77697459023e-07	1.4705418603e-07	5.56486233412e-08	2.04768025597e-08	7.32957241557e-09	2.55313429712e-09	8.65783062798e-10	2.85916625511e-10	9.19839821636e-11	2.88382363914e-11	8.81342843195e-12	2.62647439803e-12	7.63461716334e-13	2.16537530974e-13	5.9952400761e-14	1.62183942094e-14	4.29920435921e-15	1.13492676924e-15	3.07212818024e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39627560325e-15
