0.05	0.999999999883	1.17481203689e-10	0	0
0.10	0.999999969697	3.03030293883e-08	3.06126159174e-16	0
0.15	0.999999213436	7.86564279019e-07	2.06228056741e-13	0
0.20	0.999992000043	7.99993600033e-06	2.1333162248e-11	0
0.25	0.999951173464	4.88257408918e-05	7.94689793161e-10	4.3114897498e-15
0.30	0.999783734482	0.000216249925778	1.55913820149e-08	3.74865606793e-13
0.35	0.999230523038	0.000769279529706	1.9741557168e-07	1.68872985908e-11
0.40	0.997663076011	0.00233510169105	1.82182410029e-06	4.73789929839e-10
0.45	0.99370114166	0.0062855959741	1.32530513429e-05	9.31459637577e-09
0.50	0.984536358524	0.0153833806019	8.01217739684e-05	1.39100302036e-07
0.55	0.964833109216	0.0347480755449	0.000417145978422	1.66926047553e-06
0.60	0.925226593321	0.0728449401454	0.00191174260917	1.67239243449e-05
0.65	0.851186165726	0.140896652734	0.00777419697789	0.000142984562274
0.70	0.725225672163	0.245928334124	0.0277985864017	0.00104740731168
0.75	0.538920982019	0.369963089044	0.0846584761167	0.00645745282043
0.80	0.317371606337	0.443717665982	0.206787420145	0.0321233075356
0.85	0.128446814782	0.378384216212	0.371553563034	0.121615405972
0.90	0.0287147009303	0.195169534665	0.442179395075	0.333936369329
0.95	0.00210375960064	0.042943910818	0.292203772678	0.662748556903
