0.05	0.999999998833	1.66591855405E-10	3.73129764668E-14	1.00000020558E-09	0
0.10	0.999999958556	4.04432546267E-08	5.88732422593E-13	3.96000557766E-15	1.0000004082E-09
0.15	0.999998950158	1.04883822509E-06	3.31634198433E-12	4.45378288137E-14	9.99999376308E-10
0.20	0.999989332247	1.06667010706E-05	5.15288609282E-11	2.45782542681E-13	9.99991857113E-10
0.25	0.999934897238	6.51001506785E-05	1.61004364445E-09	9.32953463514E-13	9.99950127139E-10
0.30	0.999711655022	0.000288312753045	3.1221146713E-08	4.15367290702E-12	9.99777508267E-10
0.35	0.998974160845	0.00102544328151	3.94800474183E-07	7.39909891123E-11	9.99203669445E-10
0.40	0.996885313971	0.00311104220401	3.64091973669E-06	1.90747190587E-09	9.97908441671E-10
0.45	0.991610349626	0.00836316165621	2.64504982551E-05	3.72065520414E-08	1.01287911556E-09
0.50	0.979435131946	0.0204048992832	0.000159413501312	5.53565269026E-07	1.70400609456E-09
0.55	0.95338781451	0.0457811713049	0.000824395509185	6.59791277397E-06	2.07629916611E-08
0.60	0.901565895777	0.0946427823982	0.00372570812929	6.51850999697E-05	4.28595747803E-07
0.65	0.806676504082	0.178038639079	0.0147353481518	0.000542030999912	7.47768715052E-06
0.70	0.651574717699	0.294603811563	0.0499509517985	0.00376414784398	0.000106371095594
0.75	0.43856448103	0.401425999829	0.137787178668	0.0210198494756	0.00120249099739
0.80	0.216483146931	0.403553835829	0.282104578169	0.0876468416395	0.0102115974314
0.85	0.064808372921	0.254553767018	0.374937781828	0.245446229541	0.0602538486921
0.90	0.00879304028098	0.0796866425533	0.270809105491	0.409033123107	0.231678088568
0.95	0.00026956374467	0.00733678342275	0.0748826465017	0.339683265903	0.577827740428
