0.05	0.999999999922	7.83208028639e-11	0
0.10	0.999999979798	2.02020197979e-08	3.02545639446e-16
0.15	0.999999475624	5.24376323495e-07	6.87574523578e-14
0.20	0.999994666688	5.333304889e-06	7.1109961426e-12
0.25	0.999967448711	3.25510237211e-05	2.64900909202e-10
0.30	0.999855817791	0.00014417701144	5.19750240452e-09
0.35	0.999486949548	0.000512984630185	6.58220777953e-08
0.40	0.998441443241	0.0015579490101	6.07748489997e-07
0.45	0.995796340318	0.00419923268363	4.4269983773e-06
0.50	0.989664152058	0.0103090015839	2.68463582915e-05
0.55	0.976415801064	0.0234434810156	0.00014071791995
0.60	0.949508240036	0.049837788503	0.000653971460737
0.65	0.898151716637	0.0991138998079	0.0027343835549
0.70	0.807201783537	0.182484613684	0.0103136027789
0.75	0.6622420117	0.303081043441	0.0346769448593
0.80	0.465277494998	0.433670057418	0.101052447584
0.85	0.254574886853	0.499958519497	0.24546659365
0.90	0.0937712124854	0.424899286494	0.481329501021
0.95	0.01641839654	0.223431788997	0.760149814463
