** LOG START raichu.freedm:30000 1 2014-Dec-24 12:35:27.880688
** LOG STOP raichu.freedm:30000 494 2014-Dec-24 14:35:25.557585
## STAGE: [5]
** LOG START raichu.freedm:30000 1 2014-Dec-24 14:35:39.878841
** LOG STOP raichu.freedm:30000 494 2014-Dec-24 16:35:37.549833
## STAGE: [10]
** LOG START raichu.freedm:30000 1 2014-Dec-24 16:35:51.848581
** LOG STOP raichu.freedm:30000 494 2014-Dec-24 18:35:49.527929
## STAGE: [15]
** LOG START raichu.freedm:30000 2 2014-Dec-24 18:36:15.411370
** LOG STOP raichu.freedm:30000 494 2014-Dec-24 20:36:01.419082
## STAGE: [20]
** LOG START raichu.freedm:30000 2 2014-Dec-24 20:36:27.807856
** LOG STOP raichu.freedm:30000 494 2014-Dec-24 22:36:13.513666
## STAGE: [25]
** LOG START raichu.freedm:30000 1 2014-Dec-24 22:36:27.789469
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 00:36:25.462570
## STAGE: [30]
** LOG START raichu.freedm:30000 1 2014-Dec-25 00:36:39.870426
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 02:36:37.552684
## STAGE: [35]
** LOG START raichu.freedm:30000 1 2014-Dec-25 02:36:51.869316
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 04:36:49.551738
## STAGE: [40]
** LOG START raichu.freedm:30000 1 2014-Dec-25 04:37:03.897911
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 06:37:01.582182
## STAGE: [45]
** LOG START raichu.freedm:30000 1 2014-Dec-25 06:37:15.987518
30	ARRIVE:PEERLIST
31	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 08:37:13.665156
## STAGE: [50]
** LOG START raichu.freedm:30000 1 2014-Dec-25 08:37:27.989763
24	ARRIVE:PEERLIST
25	LEAVE:HARD_RECOVERY
294	ARRIVE:PEERLIST
295	LEAVE:HARD_RECOVERY
334	ARRIVE:PEERLIST
335	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 10:37:25.654181
## STAGE: [55]
** LOG START raichu.freedm:30000 2 2014-Dec-25 10:37:40.004359
29	ARRIVE:PEERLIST
30	LEAVE:HARD_RECOVERY
54	ARRIVE:PEERLIST
56	LEAVE:HARD_RECOVERY
80	ARRIVE:PEERLIST
81	LEAVE:HARD_RECOVERY
259	ARRIVE:PEERLIST
261	LEAVE:HARD_RECOVERY
369	ARRIVE:PEERLIST
370	LEAVE:HARD_RECOVERY
382	ARRIVE:PEERLIST
384	LEAVE:HARD_RECOVERY
397	ARRIVE:PEERLIST
400	LEAVE:HARD_RECOVERY
416	ARRIVE:PEERLIST
417	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 12:37:37.636539
## STAGE: [60]
** LOG START raichu.freedm:30000 2 2014-Dec-25 12:37:52.411252
51	ARRIVE:PEERLIST
53	LEAVE:HARD_RECOVERY
64	ARRIVE:PEERLIST
65	LEAVE:HARD_RECOVERY
111	ARRIVE:PEERLIST
112	LEAVE:HARD_RECOVERY
139	ARRIVE:PEERLIST
141	LEAVE:HARD_RECOVERY
202	ARRIVE:PEERLIST
203	LEAVE:HARD_RECOVERY
273	ARRIVE:PEERLIST
274	LEAVE:HARD_RECOVERY
278	ARRIVE:PEERLIST
279	LEAVE:HARD_RECOVERY
294	ARRIVE:PEERLIST
295	LEAVE:HARD_RECOVERY
302	ARRIVE:PEERLIST
303	LEAVE:HARD_RECOVERY
313	ARRIVE:PEERLIST
314	LEAVE:HARD_RECOVERY
322	ARRIVE:PEERLIST
324	LEAVE:HARD_RECOVERY
331	ARRIVE:PEERLIST
333	LEAVE:HARD_RECOVERY
373	ARRIVE:PEERLIST
374	LEAVE:HARD_RECOVERY
396	ARRIVE:PEERLIST
397	LEAVE:HARD_RECOVERY
429	ARRIVE:PEERLIST
431	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 14:37:50.030989
## STAGE: [65]
** LOG START raichu.freedm:30000 2 2014-Dec-25 14:38:04.806821
24	ARRIVE:PEERLIST
27	LEAVE:HARD_RECOVERY
29	ARRIVE:PEERLIST
31	LEAVE:HARD_RECOVERY
46	ARRIVE:PEERLIST
47	LEAVE:HARD_RECOVERY
134	ARRIVE:PEERLIST
135	LEAVE:HARD_RECOVERY
150	ARRIVE:PEERLIST
151	LEAVE:HARD_RECOVERY
156	ARRIVE:PEERLIST
158	LEAVE:HARD_RECOVERY
172	ARRIVE:PEERLIST
174	LEAVE:HARD_RECOVERY
193	ARRIVE:PEERLIST
195	LEAVE:HARD_RECOVERY
203	ARRIVE:PEERLIST
205	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 494 2014-Dec-25 16:38:02.024155
## STAGE: [70]
** LOG START raichu.freedm:30000 2 2014-Dec-25 16:38:17.207641
5	ARRIVE:PEERLIST
6	LEAVE:HARD_RECOVERY
27	ARRIVE:PEERLIST
30	LEAVE:HARD_RECOVERY
35	ARRIVE:PEERLIST
37	LEAVE:HARD_RECOVERY
52	ARRIVE:PEERLIST
53	LEAVE:HARD_RECOVERY
59	ARRIVE:PEERLIST
60	LEAVE:HARD_RECOVERY
91	ARRIVE:PEERLIST
93	LEAVE:HARD_RECOVERY
132	ARRIVE:PEERLIST
134	LEAVE:HARD_RECOVERY
145	ARRIVE:PEERLIST
146	LEAVE:HARD_RECOVERY
158	ARRIVE:PEERLIST
159	LEAVE:HARD_RECOVERY
166	ARRIVE:PEERLIST
167	LEAVE:HARD_RECOVERY
173	ARRIVE:PEERLIST
175	LEAVE:HARD_RECOVERY
192	ARRIVE:PEERLIST
194	LEAVE:HARD_RECOVERY
203	ARRIVE:PEERLIST
207	LEAVE:HARD_RECOVERY
211	ARRIVE:PEERLIST
212	LEAVE:HARD_RECOVERY
217	ARRIVE:PEERLIST
218	LEAVE:HARD_RECOVERY
221	ARRIVE:PEERLIST
223	LEAVE:HARD_RECOVERY
232	ARRIVE:PEERLIST
234	LEAVE:HARD_RECOVERY
237	ARRIVE:PEERLIST
239	LEAVE:HARD_RECOVERY
241	ARRIVE:PEERLIST
243	LEAVE:HARD_RECOVERY
257	ARRIVE:PEERLIST
259	LEAVE:HARD_RECOVERY
264	ARRIVE:PEERLIST
265	LEAVE:HARD_RECOVERY
275	ARRIVE:PEERLIST
279	LEAVE:HARD_RECOVERY
288	ARRIVE:PEERLIST
289	LEAVE:HARD_RECOVERY
310	ARRIVE:PEERLIST
313	LEAVE:HARD_RECOVERY
314	ARRIVE:PEERLIST
315	LEAVE:HARD_RECOVERY
316	ARRIVE:PEERLIST
317	LEAVE:HARD_RECOVERY
322	ARRIVE:PEERLIST
324	LEAVE:HARD_RECOVERY
339	ARRIVE:PEERLIST
340	LEAVE:HARD_RECOVERY
375	ARRIVE:PEERLIST
377	LEAVE:HARD_RECOVERY
387	ARRIVE:PEERLIST
388	LEAVE:HARD_RECOVERY
391	ARRIVE:PEERLIST
393	LEAVE:HARD_RECOVERY
405	ARRIVE:PEERLIST
407	LEAVE:HARD_RECOVERY
462	ARRIVE:PEERLIST
463	LEAVE:HARD_RECOVERY
** LOG STOP raichu.freedm:30000 495 2014-Dec-25 18:38:13.990142
## STAGE: [75]
** LOG START raichu.freedm:30000 1 2014-Dec-25 18:38:28.341743
8	ARRIVE:PEERLIST
10	LEAVE:HARD_RECOVERY
16	ARRIVE:PEERLIST
17	LEAVE:HARD_RECOVERY
19	ARRIVE:PEERLIST
21	LEAVE:HARD_RECOVERY
28	ARRIVE:PEERLIST
29	LEAVE:HARD_RECOVERY
43	ARRIVE:PEERLIST
44	LEAVE:HARD_RECOVERY
45	ARRIVE:PEERLIST
46	LEAVE:HARD_RECOVERY
48	ARRIVE:PEERLIST
49	LEAVE:HARD_RECOVERY
56	ARRIVE:PEERLIST
60	LEAVE:HARD_RECOVERY
66	ARRIVE:PEERLIST
70	LEAVE:HARD_RECOVERY
76	ARRIVE:PEERLIST
78	LEAVE:HARD_RECOVERY
89	ARRIVE:PEERLIST
90	LEAVE:HARD_RECOVERY
95	ARRIVE:PEERLIST
96	LEAVE:HARD_RECOVERY
101	ARRIVE:PEERLIST
104	LEAVE:HARD_RECOVERY
111	ARRIVE:PEERLIST
115	LEAVE:HARD_RECOVERY
