0.05	0.999999999804	1.95802008274E-10	2.65990926897E-16	0	0	0
0.10	0.999999949495	5.05050479773E-08	1.02076404765E-15	4.7408187169E-16	0	0
0.15	0.99999868906	1.31093977764E-06	6.87428008335E-13	3.946787569E-16	0	0
0.20	0.999986666773	1.3333155557E-05	7.11101639684E-11	0	0	0
0.25	0.999918623765	8.13735859184E-05	2.64887974996E-09	4.31132781729E-14	0	0
0.30	0.999639583455	0.000360364577311	5.196378007E-08	3.74653468481E-12	5.78155781693E-16	0
0.35	0.998717867366	0.00128147475083	6.57714291789E-07	1.687852609E-10	2.16574633662E-14	2.96098971127E-16
0.40	0.996108161481	0.00388577050422	6.0632822801E-06	4.73051508932E-09	1.84535140313E-12	2.85411524863E-16
0.45	0.989523960235	0.0104319557795	4.39911334176E-05	9.27544105931E-08	9.77853944659E-11	4.12081664729E-14
0.50	0.974360340428	0.0253739671987	0.000264312158319	1.37662582458E-06	3.58496308502E-09	3.734348297E-12
0.55	0.942078293229	0.0565476166977	0.00135769308227	1.62989230432E-05	9.78331906779E-08	2.34895302953E-10
0.60	0.878510274259	0.115278118188	0.00605071786747	0.000158795039714	2.08370851113E-06	1.09369692959E-08
0.65	0.764494315925	0.210910950869	0.0232746945372	0.00128421830059	3.54293939482E-05	3.90974635769E-07
0.70	0.585403456037	0.330856316545	0.0747968950775	0.00845469050078	0.000477839296604	1.08025429607E-05
0.75	0.356896115279	0.408341833906	0.18688133177	0.0427639654626	0.00489282884696	0.000223924735386
0.80	0.14766586598	0.344086406858	0.32071177614	0.149462520612	0.0348272915586	0.00324613885096
0.85	0.0326993333398	0.160545198382	0.315294020897	0.309602282148	0.152006645794	0.0298525194392
0.90	0.00269261232239	0.0305021398429	0.138212326708	0.31313618245	0.354723312656	0.160733426022
0.95	3.4540359348E-05	0.00117511692798	0.015991724701	0.108812686135	0.370197739311	0.503788192566
