** LOG START galvantula.freedm:30000 2 2015-Mar-11 13:14:30.802158
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-11 18:14:19.115069
## STAGE: [5, 5, 5, 5, 5, 5]
** LOG START galvantula.freedm:30000 1 2015-Mar-11 18:14:33.388693
** LOG STOP galvantula.freedm:30000 1233 2015-Mar-11 23:14:31.074162
## STAGE: [10, 10, 10, 10, 10, 10]
** LOG START galvantula.freedm:30000 2 2015-Mar-11 23:14:46.201332
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-12 04:14:42.889521
## STAGE: [15, 15, 15, 15, 15, 15]
** LOG START galvantula.freedm:30000 2 2015-Mar-12 04:15:02.601827
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-12 09:14:54.678893
## STAGE: [20, 20, 20, 20, 20, 20]
** LOG START galvantula.freedm:30000 2 2015-Mar-12 09:15:19.001500
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-12 14:15:06.582543
## STAGE: [25, 25, 25, 25, 25, 25]
** LOG START galvantula.freedm:30000 2 2015-Mar-12 14:15:20.802002
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-12 19:15:18.359193
## STAGE: [30, 30, 30, 30, 30, 30]
** LOG START galvantula.freedm:30000 2 2015-Mar-12 19:15:34.401372
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-13 00:15:30.163572
## STAGE: [35, 35, 35, 35, 35, 35]
** LOG START galvantula.freedm:30000 2 2015-Mar-13 00:15:50.801468
815	ARRIVE:PENDING_COMMIT
816	LEAVE:AYC_FAIL
847	ARRIVE:PENDING_COMMIT
848	LEAVE:AYC_FAIL
** LOG STOP galvantula.freedm:30000 1234 2015-Mar-13 05:15:42.302646
## STAGE: [40, 40, 40, 40, 40, 40]
** LOG START galvantula.freedm:30000 2 2015-Mar-13 05:16:07.201316
85	ARRIVE:PENDING_COMMIT
86	LEAVE:AYC_FAIL
744	ARRIVE:PENDING_COMMIT
745	LEAVE:AYC_FAIL
975	ARRIVE:PENDING_COMMIT
976	LEAVE:AYC_FAIL
1025	ARRIVE:PENDING_COMMIT
1026	LEAVE:AYC_FAIL
** LOG STOP galvantula.freedm:30000 1233 2015-Mar-13 10:15:54.041555
## STAGE: [45, 45, 45, 45, 45, 45]
** LOG START galvantula.freedm:30000 2 2015-Mar-13 10:16:09.002226
37	ARRIVE:PENDING_COMMIT
38	LEAVE:AYC_FAIL
90	ARRIVE:PENDING_COMMIT
91	LEAVE:AYC_FAIL
112	ARRIVE:PENDING_COMMIT
113	LEAVE:AYC_FAIL
115	ARRIVE:PENDING_COMMIT
117	LEAVE:AYC_FAIL
181	ARRIVE:PENDING_COMMIT
182	LEAVE:AYC_FAIL
215	ARRIVE:PENDING_COMMIT
216	LEAVE:AYC_FAIL
229	ARRIVE:PENDING_COMMIT
230	LEAVE:AYC_FAIL
235	ARRIVE:PENDING_COMMIT
236	LEAVE:AYC_FAIL
275	ARRIVE:PENDING_COMMIT
276	LEAVE:AYC_FAIL
431	ARRIVE:PENDING_COMMIT
434	LEAVE:AYC_FAIL
551	ARRIVE:PENDING_COMMIT
553	LEAVE:AYC_FAIL
706	ARRIVE:PENDING_COMMIT
707	LEAVE:AYC_FAIL
717	ARRIVE:PENDING_COMMIT
718	LEAVE:AYC_FAIL
818	ARRIVE:PENDING_COMMIT
819	LEAVE:AYC_FAIL
857	ARRIVE:PENDING_COMMIT
858	LEAVE:AYC_FAIL
956	ARRIVE:PENDING_COMMIT
957	LEAVE:AYC_FAIL
