## STAGE: [0]
** LOG START manectric.freedm:30000 2 2014-Dec-16 14:12:31.800742
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
## STAGE: [0]
** LOG START manectric.freedm:30000 2 2014-Dec-16 14:13:15.601037
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 63 2014-Dec-16 14:28:09.317584
## STAGE: [0]
** LOG START manectric.freedm:30000 2 2014-Dec-16 14:28:35.400708
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 62 2014-Dec-16 14:43:21.194872
## STAGE: [0]
** LOG START manectric.freedm:30000 2 2014-Dec-16 14:43:40.601246
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 63 2014-Dec-16 14:58:33.068579
## STAGE: [0]
** LOG START manectric.freedm:30000 1 2014-Dec-16 14:58:47.262124
1	ELECTION		1
1	REORGANIZATION	manectric.freedm:30000	1
1	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 62 2014-Dec-16 15:13:44.947730
## STAGE: [0]
** LOG START manectric.freedm:30000 2 2014-Dec-16 15:14:05.600950
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 63 2014-Dec-16 15:28:56.841153
## STAGE: [5]
** LOG START manectric.freedm:30000 1 2014-Dec-16 15:29:11.041941
1	ELECTION		1
1	REORGANIZATION	manectric.freedm:30000	1
1	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 62 2014-Dec-16 15:44:08.727508
## STAGE: [5]
** LOG START manectric.freedm:30000 2 2014-Dec-16 15:44:30.601030
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
62	ELECTION	manectric.freedm:30000	1
62	REORGANIZATION	manectric.freedm:30000	1
62	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 62 2014-Dec-16 15:59:20.666407
## STAGE: [5]
** LOG START manectric.freedm:30000 2 2014-Dec-16 15:59:35.800888
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
58	ELECTION	manectric.freedm:30000	1
58	REORGANIZATION	manectric.freedm:30000	1
58	NORMAL	manectric.freedm:30000	1
63	ELECTION	manectric.freedm:30000	1
63	REORGANIZATION	manectric.freedm:30000	1
