** LOG START raichu.freedm:30000 2 2015-Jan-08 18:14:50.600791
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 125 2015-Jan-08 18:44:47.050945
## STAGE: [5]
** LOG START raichu.freedm:30000 1 2015-Jan-08 18:45:01.275901
1	ELECTION		1
1	REORGANIZATION	raichu.freedm:30000	1
1	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 19:14:58.955996
## STAGE: [10]
** LOG START raichu.freedm:30000 1 2015-Jan-08 19:15:13.188758
1	ELECTION		1
1	REORGANIZATION	raichu.freedm:30000	1
1	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 19:45:10.870953
## STAGE: [15]
** LOG START raichu.freedm:30000 2 2015-Jan-08 19:45:36.400617
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 20:15:22.761745
## STAGE: [20]
** LOG START raichu.freedm:30000 2 2015-Jan-08 20:15:46.800571
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 20:45:34.659782
## STAGE: [25]
** LOG START raichu.freedm:30000 2 2015-Jan-08 20:45:57.201422
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 21:15:46.600979
## STAGE: [30]
** LOG START raichu.freedm:30000 2 2015-Jan-08 21:16:07.600563
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 21:45:58.551027
## STAGE: [35]
** LOG START raichu.freedm:30000 2 2015-Jan-08 21:46:18.000753
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 22:16:10.377077
## STAGE: [40]
** LOG START raichu.freedm:30000 2 2015-Jan-08 22:16:28.401094
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
10	ELECTION	raichu.freedm:30000	1
10	REORGANIZATION	raichu.freedm:30000	1
11	NORMAL	raichu.freedm:30000	1
31	ELECTION	raichu.freedm:30000	1
31	REORGANIZATION	raichu.freedm:30000	1
32	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 22:46:22.399787
## STAGE: [45]
** LOG START raichu.freedm:30000 2 2015-Jan-08 22:46:38.801339
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
41	ELECTION	raichu.freedm:30000	1
41	REORGANIZATION	raichu.freedm:30000	1
41	NORMAL	manectric.freedm:30000	2
43	ELECTION	manectric.freedm:30000	2
43	REORGANIZATION	raichu.freedm:30000	1
43	NORMAL	raichu.freedm:30000	1
59	ELECTION	raichu.freedm:30000	1
59	REORGANIZATION	raichu.freedm:30000	1
60	NORMAL	raichu.freedm:30000	1
61	ELECTION	raichu.freedm:30000	1
61	REORGANIZATION	raichu.freedm:30000	1
62	NORMAL	raichu.freedm:30000	1
71	ELECTION	raichu.freedm:30000	1
71	REORGANIZATION	raichu.freedm:30000	1
72	NORMAL	raichu.freedm:30000	1
115	ELECTION	raichu.freedm:30000	1
115	REORGANIZATION	raichu.freedm:30000	1
116	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-08 23:16:34.392650
## STAGE: [50]
** LOG START raichu.freedm:30000 2 2015-Jan-08 23:16:49.201352
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
10	ELECTION	raichu.freedm:30000	1
10	REORGANIZATION	raichu.freedm:30000	1
11	NORMAL	raichu.freedm:30000	1
56	ELECTION	raichu.freedm:30000	1
56	REORGANIZATION	raichu.freedm:30000	1
57	NORMAL	raichu.freedm:30000	1
58	ELECTION	raichu.freedm:30000	1
58	REORGANIZATION	raichu.freedm:30000	1
59	NORMAL	raichu.freedm:30000	1
91	ELECTION	raichu.freedm:30000	1
91	REORGANIZATION	raichu.freedm:30000	1
92	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 125 2015-Jan-08 23:46:46.334700
## STAGE: [55]
** LOG START raichu.freedm:30000 1 2015-Jan-08 23:47:00.753031
1	ELECTION		1
1	REORGANIZATION	raichu.freedm:30000	1
1	NORMAL	raichu.freedm:30000	1
11	ELECTION	raichu.freedm:30000	1
11	REORGANIZATION	raichu.freedm:30000	1
12	NORMAL	raichu.freedm:30000	1
24	ELECTION	raichu.freedm:30000	1
24	REORGANIZATION	raichu.freedm:30000	1
25	NORMAL	raichu.freedm:30000	1
25	ELECTION	raichu.freedm:30000	1
25	REORGANIZATION	raichu.freedm:30000	1
26	NORMAL	raichu.freedm:30000	1
38	ELECTION	raichu.freedm:30000	1
38	REORGANIZATION	raichu.freedm:30000	1
39	NORMAL	raichu.freedm:30000	1
39	ELECTION	raichu.freedm:30000	1
39	REORGANIZATION	raichu.freedm:30000	1
39	NORMAL	manectric.freedm:30000	2
41	ELECTION	manectric.freedm:30000	2
41	REORGANIZATION	raichu.freedm:30000	1
41	NORMAL	raichu.freedm:30000	1
53	ELECTION	raichu.freedm:30000	1
53	REORGANIZATION	raichu.freedm:30000	1
54	NORMAL	raichu.freedm:30000	1
69	ELECTION	raichu.freedm:30000	1
69	REORGANIZATION	raichu.freedm:30000	1
70	NORMAL	raichu.freedm:30000	1
81	ELECTION	raichu.freedm:30000	1
81	REORGANIZATION	raichu.freedm:30000	1
82	NORMAL	raichu.freedm:30000	1
92	ELECTION	raichu.freedm:30000	1
92	REORGANIZATION	raichu.freedm:30000	1
93	NORMAL	raichu.freedm:30000	1
95	ELECTION	raichu.freedm:30000	1
95	REORGANIZATION	raichu.freedm:30000	1
96	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-09 00:16:58.435111
## STAGE: [60]
** LOG START raichu.freedm:30000 2 2015-Jan-09 00:17:24.601301
2	ELECTION		1
2	REORGANIZATION	raichu.freedm:30000	1
2	NORMAL	raichu.freedm:30000	1
38	ELECTION	raichu.freedm:30000	1
38	REORGANIZATION	raichu.freedm:30000	1
39	NORMAL	raichu.freedm:30000	1
40	ELECTION	raichu.freedm:30000	1
40	REORGANIZATION	raichu.freedm:30000	1
41	NORMAL	raichu.freedm:30000	1
43	ELECTION	raichu.freedm:30000	1
43	REORGANIZATION	raichu.freedm:30000	1
44	NORMAL	raichu.freedm:30000	1
52	ELECTION	raichu.freedm:30000	1
52	REORGANIZATION	raichu.freedm:30000	1
53	NORMAL	raichu.freedm:30000	1
85	ELECTION	raichu.freedm:30000	1
85	REORGANIZATION	raichu.freedm:30000	1
86	NORMAL	raichu.freedm:30000	1
114	ELECTION	raichu.freedm:30000	1
114	REORGANIZATION	raichu.freedm:30000	1
114	NORMAL	manectric.freedm:30000	2
115	ELECTION	manectric.freedm:30000	2
115	REORGANIZATION	raichu.freedm:30000	1
115	NORMAL	raichu.freedm:30000	1
** LOG STOP raichu.freedm:30000 124 2015-Jan-09 00:47:10.387011
## STAGE: [65]
