0	0.000000E+00	0.00
5	6.044325E-03	0.05
10	7.382397E-02	0.66
15	2.225870E-01	2.00
20	3.643574E-01	3.28
25	4.495400E-01	4.05
30	6.523161E-01	5.87
35	6.972765E-01	6.28
40	7.411160E-01	6.67
45	8.129065E-01	7.32
50	9.018767E-01	8.12
55	9.312109E-01	8.38
60	9.521372E-01	8.57
65	9.719694E-01	8.75
70	9.885087E-01	8.90
75	9.889945E-01	8.90
80	9.950761E-01	8.96
85	9.984634E-01	8.99
90	9.988186E-01	8.99
95	1.000000E+00	9.00
100	1.000000E+00	9.00
