** LOG START manectric.freedm:30000 1 2014-Dec-24 12:35:27.863634
1	ELECTION		1
1	REORGANIZATION	manectric.freedm:30000	1
1	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 494 2014-Dec-24 14:35:25.549405
## STAGE: [5]
** LOG START manectric.freedm:30000 1 2014-Dec-24 14:35:39.855775
1	ELECTION		1
1	REORGANIZATION	manectric.freedm:30000	1
1	NORMAL	manectric.freedm:30000	1
118	ELECTION	manectric.freedm:30000	1
118	REORGANIZATION	manectric.freedm:30000	1
118	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 494 2014-Dec-24 16:35:37.541356
## STAGE: [10]
** LOG START manectric.freedm:30000 1 2014-Dec-24 16:35:51.830603
1	ELECTION		1
1	REORGANIZATION	manectric.freedm:30000	1
1	NORMAL	manectric.freedm:30000	1
61	ELECTION	manectric.freedm:30000	1
61	REORGANIZATION	manectric.freedm:30000	1
61	NORMAL	manectric.freedm:30000	2
62	NORMAL	manectric.freedm:30000	1
308	ELECTION	manectric.freedm:30000	1
308	REORGANIZATION	manectric.freedm:30000	1
308	NORMAL	manectric.freedm:30000	1
363	ELECTION	manectric.freedm:30000	1
363	REORGANIZATION	manectric.freedm:30000	1
363	NORMAL	manectric.freedm:30000	1
438	ELECTION	manectric.freedm:30000	1
438	REORGANIZATION	manectric.freedm:30000	1
438	NORMAL	manectric.freedm:30000	1
494	ELECTION	manectric.freedm:30000	1
494	REORGANIZATION	manectric.freedm:30000	1
494	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 494 2014-Dec-24 18:35:49.516166
## STAGE: [15]
** LOG START manectric.freedm:30000 2 2014-Dec-24 18:36:15.400539
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
44	ELECTION	manectric.freedm:30000	1
44	REORGANIZATION	manectric.freedm:30000	1
44	NORMAL	manectric.freedm:30000	1
189	ELECTION	manectric.freedm:30000	1
189	REORGANIZATION	manectric.freedm:30000	1
189	NORMAL	manectric.freedm:30000	1
202	ELECTION	manectric.freedm:30000	1
202	REORGANIZATION	manectric.freedm:30000	1
202	NORMAL	manectric.freedm:30000	1
262	ELECTION	manectric.freedm:30000	1
262	REORGANIZATION	manectric.freedm:30000	1
262	NORMAL	manectric.freedm:30000	1
288	ELECTION	manectric.freedm:30000	1
288	REORGANIZATION	manectric.freedm:30000	1
288	NORMAL	manectric.freedm:30000	1
301	ELECTION	manectric.freedm:30000	1
301	REORGANIZATION	manectric.freedm:30000	1
301	NORMAL	manectric.freedm:30000	1
363	ELECTION	manectric.freedm:30000	1
363	REORGANIZATION	manectric.freedm:30000	1
363	NORMAL	manectric.freedm:30000	1
418	ELECTION	manectric.freedm:30000	1
418	REORGANIZATION	manectric.freedm:30000	1
418	NORMAL	manectric.freedm:30000	1
439	ELECTION	manectric.freedm:30000	1
439	REORGANIZATION	manectric.freedm:30000	1
439	NORMAL	manectric.freedm:30000	1
** LOG STOP manectric.freedm:30000 494 2014-Dec-24 20:36:01.535643
## STAGE: [20]
** LOG START manectric.freedm:30000 2 2014-Dec-24 20:36:27.800769
2	ELECTION		1
2	REORGANIZATION	manectric.freedm:30000	1
2	NORMAL	manectric.freedm:30000	1
6	ELECTION	manectric.freedm:30000	1
6	REORGANIZATION	manectric.freedm:30000	1
6	NORMAL	manectric.freedm:30000	1
7	ELECTION	manectric.freedm:30000	1
7	REORGANIZATION	manectric.freedm:30000	1
7	NORMAL	manectric.freedm:30000	1
8	ELECTION	manectric.freedm:30000	1
8	REORGANIZATION	manectric.freedm:30000	1
8	NORMAL	manectric.freedm:30000	1
13	ELECTION	manectric.freedm:30000	1
13	REORGANIZATION	manectric.freedm:30000	1
13	NORMAL	manectric.freedm:30000	1
17	ELECTION	manectric.freedm:30000	1
17	REORGANIZATION	manectric.freedm:30000	1
17	NORMAL	manectric.freedm:30000	1
43	ELECTION	manectric.freedm:30000	1
43	REORGANIZATION	manectric.freedm:30000	1
43	NORMAL	manectric.freedm:30000	1
95	ELECTION	manectric.freedm:30000	1
95	REORGANIZATION	manectric.freedm:30000	1
95	NORMAL	manectric.freedm:30000	1
108	ELECTION	manectric.freedm:30000	1
108	REORGANIZATION	manectric.freedm:30000	1
108	NORMAL	manectric.freedm:30000	1
117	ELECTION	manectric.freedm:30000	1
117	REORGANIZATION	manectric.freedm:30000	1
117	NORMAL	manectric.freedm:30000	1
118	ELECTION	manectric.freedm:30000	1
118	REORGANIZATION	manectric.freedm:30000	1
118	NORMAL	manectric.freedm:30000	1
148	ELECTION	manectric.freedm:30000	1
148	REORGANIZATION	manectric.freedm:30000	1
148	NORMAL	manectric.freedm:30000	1
191	ELECTION	manectric.freedm:30000	1
191	REORGANIZATION	manectric.freedm:30000	1
191	NORMAL	manectric.freedm:30000	1
237	ELECTION	manectric.freedm:30000	1
237	REORGANIZATION	manectric.freedm:30000	1
237	NORMAL	manectric.freedm:30000	1
239	ELECTION	manectric.freedm:30000	1
239	REORGANIZATION	manectric.freedm:30000	1
239	NORMAL	manectric.freedm:30000	1
241	ELECTION	manectric.freedm:30000	1
241	REORGANIZATION	manectric.freedm:30000	1
241	NORMAL	manectric.freedm:30000	1
250	ELECTION	manectric.freedm:30000	1
250	REORGANIZATION	manectric.freedm:30000	1
250	NORMAL	manectric.freedm:30000	1
251	ELECTION	manectric.freedm:30000	1
251	REORGANIZATION	manectric.freedm:30000	1
251	NORMAL	manectric.freedm:30000	1
254	ELECTION	manectric.freedm:30000	1
254	REORGANIZATION	manectric.freedm:30000	1
254	NORMAL	manectric.freedm:30000	1
289	ELECTION	manectric.freedm:30000	1
289	REORGANIZATION	manectric.freedm:30000	1
289	NORMAL	manectric.freedm:30000	1
290	ELECTION	manectric.freedm:30000	1
290	REORGANIZATION	manectric.freedm:30000	1
290	NORMAL	manectric.freedm:30000	1
294	ELECTION	manectric.freedm:30000	1
294	REORGANIZATION	manectric.freedm:30000	1
294	NORMAL	manectric.freedm:30000	1
318	ELECTION	manectric.freedm:30000	1
318	REORGANIZATION	manectric.freedm:30000	1
318	NORMAL	manectric.freedm:30000	1
354	ELECTION	manectric.freedm:30000	1
354	REORGANIZATION	manectric.freedm:30000	1
354	NORMAL	manectric.freedm:30000	1
434	ELECTION	manectric.freedm:30000	1
