00   1.96078431e-02
01   1.65483072e-02
02   4.26928062e-02
03   1.00213466e-01
04   1.33159792e-01
05   1.46853147e-01
06   1.34971018e-01
07   1.36280301e-01
08   1.20723857e-01
09   9.68077068e-02
10   9.15570996e-02
11   9.55921830e-02
12   9.13420251e-02
13   8.60183968e-02
14   9.82748262e-02
15   1.06539396e-01
16   1.17564731e-01
17   1.07284885e-01
18   1.25596808e-01
19   1.42273099e-01
20   1.37612604e-01
21   1.53879310e-01
22   1.77781756e-01
23   1.77624602e-01
24   1.90269209e-01
25   2.26122069e-01
26   2.16248569e-01
27   2.11123723e-01
28   2.21174058e-01
29   2.59506680e-01
30   2.65159301e-01
31   2.55281896e-01
32   3.00257890e-01
33   3.07763917e-01
34   3.16444322e-01
35   3.18783249e-01
36   3.07153416e-01
37   3.46675274e-01
38   4.05274370e-01
39   3.52519029e-01
40   3.70517928e-01
41   3.82488132e-01
42   4.32057994e-01
43   4.44135373e-01
44   4.51005791e-01
45   4.51784886e-01
46   4.47522523e-01
47   5.01284708e-01
48   4.94683502e-01
49   5.26768642e-01
50   5.51580699e-01
51   5.66407953e-01
52   5.47832586e-01
53   5.74182196e-01
54   6.26200873e-01
55   6.39119601e-01
56   6.43632166e-01
57   6.60990976e-01
58   6.78422708e-01
59   7.35259827e-01
60   7.23867596e-01
61   7.15233395e-01
62   7.06925676e-01
63   7.58881942e-01
64   7.77483856e-01
65   7.93106032e-01
66   8.12255809e-01
67   8.08392102e-01
68   8.33131068e-01
69   8.59638256e-01
70   8.53224611e-01
71   8.59035770e-01
72   8.68217471e-01
73   8.88312548e-01
74   8.96474717e-01
75   9.02485357e-01
76   9.22979732e-01
77   9.31893449e-01
78   9.19936709e-01
79   9.35044929e-01
80   9.39920556e-01
81   9.45322686e-01
82   9.47115385e-01
83   9.60837368e-01
84   9.68722821e-01
85   9.70456245e-01
86   9.71085242e-01
87   9.76882773e-01
88   9.75532155e-01
89   9.76985596e-01
90   9.81146504e-01
91   9.84104046e-01
92   9.91797561e-01
93   9.91331556e-01
94   9.91609270e-01
95   9.92479213e-01
96   9.96654356e-01
97   9.96692724e-01
98   9.98603795e-01
99   9.98853259e-01
