# mbr-elect-success
2	179	120.030761676	73.1754554587	70.808024	109.034598	165.213164	108.728238289
3	182	100.241041368	68.5880407755	41.270123	81.541657	152.297695	91.6578791196
4	155	91.6005214645	70.2864516754	23.551546	65.712407	139.3951035	78.0200923846
5	121	97.5794150165	92.1696166965	20.947483	49.2300595	168.355444	70.5922030984
6	123	86.5072722358	81.8968566085	21.107659	50.0100785	147.5413895	57.7171175645
7	134	80.7738049478	73.6988915621	20.498813	50.092209	110.513739	56.5834592206
8	131	78.2429058321	70.8558997241	20.41735	49.995137	107.0533195	57.7278211515
9	119	68.6222992101	67.3637422919	20.275236	42.568314	105.3042425	45.77746405
10	113	62.2166512566	58.4100610801	20.208665	35.284956	79.78592	44.402031807
11	94	53.9049259149	61.3400096777	20.246417	20.51957	65.052372	32.0462622292
12	106	52.0298663679	37.3997018858	20.335234	35.214139	65.00166	42.8071333519
13	86	48.6503904884	38.0616563705	20.147938	35.075858	75.119487	36.0482809318
14	105	50.6768812	36.6703558181	20.12612	35.298581	75.289007	39.7878669245
15	96	51.6441233229	45.0836853018	20.100714	35.31514	75.0898625	35.6207997292
16	88	45.4334661591	37.270165182	20.0872135	20.31464	64.7947485	31.7622276364
17	97	51.4934174536	39.9858214043	20.109536	35.047264	75.090624	39.5108553469
18	110	58.4699055455	55.1117296566	20.051431	20.205433	94.994826	40.1011009821
19	94	62.0347407021	65.6657653576	20.03631	20.116519	95.182702	36.3802927292
20	71	55.9016454085	84.5963274775	19.982457	20.066823	20.1537595	20.0650558056
21	60	20.0383923167	0.095566234793	20.019697	20.048214	20.105366	20.0558851667


