# ldr-elect-success
2	184	121.119706391	74.3636029469	70.100272	110.125451	165.222164	111.492041543
3	182	101.154737687	69.3028361797	38.035956	80.112783	150.214469	93.4592905
4	157	93.6780734777	71.2235053759	25.057073	80.077216	140.160633	81.4860450127
5	121	98.9221037025	92.3157453764	20.066634	62.5778125	170.141974	73.0383877049
6	123	86.7707999512	82.2549748947	20.066339	50.053612	155.128463	58.1395559516
7	134	82.5649337463	72.6304840473	20.071837	65.070994	110.126161	60.4441063824
8	131	80.5132601069	71.9200142795	20.0714	65.0634255	110.125575	59.9959316818
9	119	71.136698605	67.7921223022	20.039626	42.554827	97.5944335	48.8183897333
10	113	65.0858853982	60.21458471	20.0635275	35.0558755	95.078329	46.7328857018
11	94	55.4511031915	62.9167830382	20.037945	20.081235	65.071348	33.8100518542
12	106	55.6396433491	39.7864936667	20.065312	35.056015	80.089846	47.6582447222
13	86	49.7230721163	39.9451118344	20.05451	35.055565	65.071636	36.3088888409
14	105	51.5914936286	37.5446654857	20.0569485	35.0557425	80.068818	41.5707569434
15	96	52.6775269688	44.9686778197	20.038075	35.055486	77.588349	37.4588005417
16	88	46.8314122955	38.3554179957	20.0385055	20.090176	80.0895175	32.4508003182
17	97	51.2078576495	39.6812435344	20.059828	35.0556825	65.104864	39.2439556939
18	110	63.2594093636	59.9093634582	20.037894	20.072744	110.085175	43.5551968571
19	94	65.2484643936	70.6768842164	20.037343	20.067692	95.157135	38.20152025
20	71	57.8298999577	88.8324686031	20.036558	20.0398535	20.0731805	20.0500636111
21	60	20.0464080833	0.0156611261656	20.035083	20.037864	20.059744	20.0419949


