# ldr-mbr-unreachable
2	175	36.49407472	28.7546786744	15.034438	30.05196	45.0706755	29.0256005455
3	167	61.7021712096	61.1769703686	15.042779	30.0675635	75.10799	42.9203899286
4	145	85.2543939517	91.7007307811	15.0345525	45.0530755	135.122453	52.6773237123
5	111	135.715665658	119.297431189	30.052237	112.6440135	195.2500965	112.371453875
6	107	126.887514047	125.421691512	15.042327	90.1082095	217.803654	92.6163900926
7	111	104.326229721	122.729684145	15.034445	30.0527415	150.2471885	57.6728849821
8	107	104.859007598	126.256596082	15.034623	30.052562	165.1832725	55.3554134259
9	88	113.495765307	138.414748444	15.034589	30.052377	195.279088	63.4925597727
10	84	140.895705381	173.112193622	15.034493	30.042135	292.7625825	72.6056013571
11	60	164.210890933	162.877357527	15.038556	45.078638	307.872418	135.189046367
12	70	127.667486114	154.276234818	15.034472	30.03864	300.374654	80.9526690278
13	48	173.335739521	174.956053348	30.0523975	45.070848	367.936772	144.570797083
14	60	131.182675483	185.777088452	15.042431	30.052564	345.403472	40.0673458
15	47	119.204571787	186.620991644	15.034472	30.066069	75.1063275	32.5583542917
16	29	32.1237539655	24.5347533745	15.034534	15.0408375	45.084199	25.0505218667
17	38	26.1014173421	10.152195329	15.043065	30.041834	30.061429	26.2961945
18	55	38.2352642545	23.9167865691	15.045672	45.049987	45.0542195	34.3364963571
19	34	72.4482131176	43.9047562077	45.085722	45.089768	135.130618	65.0981923333
20	12	155.187242667	30.8533594597	165.1536305	165.161676	165.2161465	165.185927167



